2024-10-23 07:11:03, $GNGGA,014058.200,2630.6413,N,08014.4890,E,2,11,0.92,114.8,M,-42.5,M,,*5D
2024-10-23 07:11:03, $GPGSA,A,3,32,27,10,18,24,23,,,,,,,2.04,0.92,1.82*0F
2024-10-23 07:11:03, $GNRMC,014059.700,A,2630.6421,N,08014.4983,E,20.19,89.59,231024,,,D*77
2024-10-23 07:11:03, $GNRMC,014059.800,A,2630.6421,N,08014.4989,E,20.17,90.08,231024,,,D*70
2024-10-23 07:11:03, $GNRMC,014059.900,A,2630.6420,N,08014.4996,E,20.13,90.49,231024,,,D*7F
2024-10-23 07:11:03, $GNRMC,014100.000,A,2630.6420,N,08014.5002,E,20.14,90.40,231024,,,D*70
2024-10-23 07:11:03, $GNRMC,014100.100,A,2630.6420,N,08014.5009,E,20.15,90.39,231024,,,D*75
2024-10-23 07:11:03, $GNRMC,014100.200,A,2630.6420,N,08014.5015,E,20.16,90.33,231024,,,D*72
2024-10-23 07:11:03, $GNRMC,014100.300,A,2630.6420,N,08014.5022,E,20.19,90.35,231024,,,D*7E
2024-10-23 07:11:03, $GNRMC,014100.400,A,2630.6420,N,08014.5028,E,20.21,90.25,231024,,,D*79
2024-10-23 07:11:04, $GNRMC,014100.500,A,2630.6420,N,08014.5034,E,20.21,90.08,231024,,,D*7A
2024-10-23 07:11:04, $GNRMC,014100.600,A,2630.6420,N,08014.5041,E,20.18,89.94,231024,,,D*7C
2024-10-23 07:11:04, $GNRMC,014100.700,A,2630.6421,N,08014.5047,E,20.14,89.77,231024,,,D*7B
2024-10-23 07:11:04, $GNRMC,014100.800,A,2630.6421,N,08014.5053,E,19.97,89.51,231024,,,D*74
2024-10-23 07:11:04, $GNRMC,014100.900,A,2630.6421,N,08014.5060,E,19.94,88.62,231024,,,D*77
2024-10-23 07:11:04, $GNRMC,014101.000,A,2630.6422,N,08014.5066,E,19.88,88.26,231024,,,D*77
2024-10-23 07:11:04, $GNRMC,014101.100,A,2630.6422,N,08014.5072,E,19.81,88.27,231024,,,D*7B
2024-10-23 07:11:04, $GNRMC,014101.200,A,2630.6422,N,08014.5078,E,19.74,88.16,231024,,,D*7A
2024-10-23 07:11:04, $GNRMC,014101.300,A,2630.6422,N,08014.5085,E,19.50,87.70,231024,,,D*70
2024-10-23 07:11:04, $GNRMC,014101.400,A,2630.6423,N,08014.5091,E,19.43,87.28,231024,,,D*7C
2024-10-23 07:11:05, $GNRMC,014101.500,A,2630.6423,N,08014.5097,E,19.37,87.05,231024,,,D*77
2024-10-23 07:11:05, $GNRMC,014101.600,A,2630.6423,N,08014.5103,E,19.37,87.19,231024,,,D*75
2024-10-23 07:11:05, $GNRMC,014101.700,A,2630.6424,N,08014.5109,E,19.12,87.99,231024,,,D*76
2024-10-23 07:11:05, $GNRMC,014101.800,A,2630.6423,N,08014.5115,E,18.96,88.96,231024,,,D*7E
2024-10-23 07:11:05, $GNRMC,014101.900,A,2630.6423,N,08014.5121,E,18.61,89.51,231024,,,D*7A
2024-10-23 07:11:05, $GNRMC,014102.000,A,2630.6423,N,08014.5126,E,18.41,89.67,231024,,,D*70
2024-10-23 07:11:05, $GNRMC,014102.100,A,2630.6423,N,08014.5132,E,18.25,89.20,231024,,,D*75
2024-10-23 07:11:05, $GNRMC,014102.200,A,2630.6423,N,08014.5138,E,18.17,89.36,231024,,,D*7A
2024-10-23 07:11:05, $GNRMC,014102.300,A,2630.6424,N,08014.5144,E,17.82,89.13,231024,,,D*73
2024-10-23 07:11:05, $GNRMC,014102.400,A,2630.6424,N,08014.5149,E,17.47,88.27,231024,,,D*76
2024-10-23 07:11:06, $GNRMC,014102.500,A,2630.6424,N,08014.5155,E,17.40,88.33,231024,,,D*78
2024-10-23 07:11:06, $GNRMC,014102.600,A,2630.6424,N,08014.5160,E,17.17,88.50,231024,,,D*7A
2024-10-23 07:11:06, $GNRMC,014102.700,A,2630.6424,N,08014.5166,E,17.14,88.52,231024,,,D*7C
2024-10-23 07:11:06, $GNRMC,014102.800,A,2630.6424,N,08014.5171,E,16.97,88.94,231024,,,D*75
2024-10-23 07:11:06, $GNRMC,014102.900,A,2630.6424,N,08014.5176,E,16.97,89.40,231024,,,D*7B
2024-10-23 07:11:06, $GNRMC,014103.000,A,2630.6424,N,08014.5182,E,16.91,89.05,231024,,,D*7F
2024-10-23 07:11:06, $GNRMC,014103.100,A,2630.6424,N,08014.5187,E,16.86,88.89,231024,,,D*78
2024-10-23 07:11:06, $GNRMC,014103.200,A,2630.6424,N,08014.5193,E,16.82,88.57,231024,,,D*79
2024-10-23 07:11:06, $GNRMC,014103.300,A,2630.6424,N,08014.5198,E,16.81,88.34,231024,,,D*75
2024-10-23 07:11:06, $GNRMC,014103.400,A,2630.6424,N,08014.5203,E,16.77,87.97,231024,,,D*7C
2024-10-23 07:11:07, $GNRMC,014103.500,A,2630.6425,N,08014.5209,E,16.74,87.61,231024,,,D*7C
2024-10-23 07:11:07, $GNRMC,014103.600,A,2630.6425,N,08014.5214,E,16.70,87.37,231024,,,D*74
2024-10-23 07:11:07, $GNRMC,014103.700,A,2630.6425,N,08014.5219,E,16.53,87.24,231024,,,D*7B
2024-10-23 07:11:07, $GNRMC,014103.800,A,2630.6425,N,08014.5224,E,16.37,87.87,231024,,,D*71
2024-10-23 07:11:07, $GNRMC,014103.900,A,2630.6425,N,08014.5229,E,16.32,87.80,231024,,,D*7F
2024-10-23 07:11:07, $GNRMC,014104.000,A,2630.6425,N,08014.5234,E,16.14,87.66,231024,,,D*71
2024-10-23 07:11:07, $GNRMC,014104.100,A,2630.6425,N,08014.5239,E,16.10,87.51,231024,,,D*7D
2024-10-23 07:11:07, $GNRMC,014104.200,A,2630.6425,N,08014.5244,E,15.90,87.54,231024,,,D*7A
2024-10-23 07:11:07, $GNRMC,014104.300,A,2630.6425,N,08014.5249,E,15.72,87.68,231024,,,D*75
2024-10-23 07:11:07, $GNRMC,014104.400,A,2630.6425,N,08014.5254,E,15.68,87.54,231024,,,D*7A
2024-10-23 07:11:08, $GNRMC,014104.500,A,2630.6425,N,08014.5259,E,15.40,87.20,231024,,,D*7F
2024-10-23 07:11:08, $GNRMC,014104.600,A,2630.6425,N,08014.5263,E,15.33,86.95,231024,,,D*7E
2024-10-23 07:11:08, $GNRMC,014104.700,A,2630.6425,N,08014.5268,E,15.10,86.64,231024,,,D*7B
2024-10-23 07:11:08, $GNRMC,014104.800,A,2630.6426,N,08014.5273,E,15.03,86.54,231024,,,D*7C
2024-10-23 07:11:08, $GNRMC,014104.900,A,2630.6426,N,08014.5277,E,14.77,86.30,231024,,,D*79
2024-10-23 07:11:08, $GNRMC,014105.000,A,2630.6426,N,08014.5282,E,14.71,86.45,231024,,,D*7F
2024-10-23 07:11:08, $GNRMC,014105.100,A,2630.6426,N,08014.5286,E,14.52,86.54,231024,,,D*7B
2024-10-23 07:11:08, $GNRMC,014105.200,A,2630.6425,N,08014.5291,E,14.45,86.69,231024,,,D*75
2024-10-23 07:11:08, $GNRMC,014105.300,A,2630.6425,N,08014.5295,E,14.26,86.82,231024,,,D*70
2024-10-23 07:11:08, $GNRMC,014105.400,A,2630.6425,N,08014.5299,E,14.04,87.78,231024,,,D*7F
2024-10-23 07:11:09, $GNRMC,014105.500,A,2630.6425,N,08014.5303,E,13.84,88.68,231024,,,D*7D
2024-10-23 07:11:09, $GNRMC,014105.600,A,2630.6424,N,08014.5307,E,13.66,89.72,231024,,,D*7D
2024-10-23 07:11:09, $GNRMC,014105.700,A,2630.6424,N,08014.5312,E,13.69,89.32,231024,,,D*73
